image_id,healthy,multiple_diseases,rust,scab
Test_86,4.1424532e-06,3.5951082e-06,0.99999225,3.244623e-09
Test_87,0.98193973,0.013368867,0.0038649489,0.00082639523
Test_88,0.0028918833,0.33657062,5.595963e-05,0.6604815
Test_89,0.99586725,0.0013313752,0.0008785023,0.0019228592
Test_90,1.4236261e-06,0.0017480619,0.9982504,1.1004072e-07
Test_91,0.99984896,3.3867105e-05,0.00010718509,9.961811e-06
Test_92,0.999739,3.551601e-05,0.00020600765,1.947903e-05
Test_93,0.00010251992,0.00019183882,0.9997044,1.1891236e-06
Test_94,3.6112024e-06,8.267796e-06,3.493389e-09,0.9999881
Test_95,0.9953178,1.7180555e-05,0.004647631,1.733857e-05
Test_96,0.0012000869,0.0014454621,8.220543e-06,0.99734616
Test_97,0.99987435,2.2870274e-05,9.5699725e-05,7.014638e-06
Test_98,0.001304307,0.042982586,1.48339595e-05,0.95569825
Test_99,0.007267373,0.03732361,0.00019131125,0.95521766
Test_100,2.719289e-07,6.8182184e-05,1.8605346e-10,0.9999316
Test_101,0.9594188,0.00068043417,0.00087895355,0.039021917
Test_102,0.00045655118,0.00014360377,1.5139125e-06,0.99939835
Test_103,3.8657836e-05,0.035526562,5.5971213e-06,0.9644292
Test_104,4.683808e-05,0.20086399,9.4219155e-05,0.79899496
Test_105,1.4918693e-05,0.00048220402,1.5733508e-07,0.99950266
Test_106,0.9996118,9.680888e-06,0.0003771779,1.4324635e-06
Test_107,0.00080386543,0.04327857,0.9554145,0.0005030622
Test_108,0.00010233627,0.030870778,8.180123e-06,0.9690187
Test_109,0.99640524,0.0021311285,0.0009972821,0.00046632835
Test_110,0.99928313,0.00026893915,0.00041156026,3.6333975e-05
Test_111,0.8922596,0.004037246,0.00017361256,0.103529565
Test_112,0.0816479,0.029811624,0.8862074,0.0023330569
Test_113,0.015233452,0.20699938,0.00011148117,0.7776557
Test_114,0.000700752,0.99550855,0.0032922945,0.0004984202
Test_115,2.7194508e-05,1.1158103e-05,0.9999614,1.89405e-07
Test_116,0.0034996846,0.15792191,0.8260301,0.012548287
Test_117,2.4252206e-06,0.00033566882,0.9996618,9.7695946e-08
Test_118,2.415619e-05,1.7440201e-05,0.99995816,2.1722943e-07
Test_119,0.9995295,0.00010711815,0.00034439575,1.902657e-05
Test_120,9.683229e-07,8.669124e-06,0.99999034,1.7667388e-08
Test_121,0.039821174,0.14880498,0.46087864,0.35049522
Test_122,0.00025558475,0.0026505839,0.99708885,5.0029466e-06
Test_123,6.709843e-05,0.0026176455,0.9973117,3.6030692e-06
Test_124,2.0285543e-05,0.0014739264,1.2670093e-07,0.9985057
Test_125,0.000121247765,0.0060174596,3.1192872e-06,0.99385816
Test_126,0.9999751,6.356715e-08,2.4749746e-05,1.3143819e-08
Test_127,0.060286615,0.005030333,0.00010766707,0.9345753
Test_128,0.00018020216,0.5816263,0.007764263,0.41042918
Test_129,0.002018096,0.662866,0.3133188,0.021797238
Test_130,0.00014957681,0.0011529869,1.7122361e-06,0.9986958
Test_131,2.351245e-05,0.00017002695,5.723519e-07,0.99980587
Test_132,0.9999932,4.3610637e-08,6.831907e-06,3.3893248e-09
Test_133,4.319653e-06,0.0012131062,2.0011794e-07,0.99878234
Test_134,0.98762697,0.0029829482,0.0016862998,0.0077038105
Test_135,1.3212557e-05,0.15354918,0.84638673,5.085888e-05
Test_136,1.4094585e-09,1.8706114e-06,4.159265e-12,0.9999981
Test_137,2.3894896e-07,0.00069370144,0.9993061,3.0532977e-08
Test_138,1.1971519e-05,5.1864295e-06,0.99998283,2.7059953e-08
Test_139,0.9999726,7.303302e-07,2.6614623e-05,1.5721973e-07
Test_140,0.058099985,0.018892108,0.9214956,0.0015123172
Test_141,5.1099356e-08,1.5565241e-05,7.902228e-10,0.9999844
Test_142,0.001768433,0.00069186056,8.299275e-06,0.9975314
Test_143,0.0013841382,0.024248417,0.00014080305,0.97422665
Test_144,0.99996734,5.8396023e-07,3.1909854e-05,1.6359564e-07
Test_145,0.0059142336,0.59139043,0.0003668248,0.40232855
Test_146,0.00011317463,0.056768127,0.9430483,7.036615e-05
Test_147,0.0010806696,0.037982784,0.96052194,0.00041456727
Test_148,0.99998415,1.7100817e-06,1.3855222e-05,3.765823e-07
Test_149,0.00081630633,0.006126164,0.9927932,0.00026444555
Test_150,7.197315e-05,0.002248907,1.0244773e-06,0.9976781
Test_151,2.0055306e-09,1.1507582e-07,0.9999999,1.6816916e-11
Test_152,0.0009498781,0.016541302,0.9824973,1.1456574e-05
Test_153,5.806305e-08,0.00036683492,6.4351844e-09,0.9996331
Test_154,4.037469e-05,0.0006034719,0.99935573,5.026106e-07
Test_155,6.2097333e-06,0.003766798,0.9962255,1.4886839e-06
Test_156,0.013344483,0.00038640323,2.086623e-06,0.986267
Test_157,0.9798901,0.009805346,0.007755317,0.0025492893
Test_158,0.00041094722,0.0017312483,6.590102e-06,0.99785125
Test_159,0.030583974,0.040709108,0.92520946,0.0034973659
Test_160,0.9999962,2.2720832e-07,3.5221383e-06,3.5186833e-08
Test_161,1.8367682e-05,0.0010504248,4.43324e-06,0.9989267
Test_162,1.0335031e-05,0.00027705642,0.9997106,1.8881212e-06
Test_163,0.0013960175,0.5450384,0.45328346,0.00028206728
Test_164,0.7046199,0.088330254,0.0003645307,0.20668536
Test_165,2.6869368e-10,4.0441782e-06,2.6085612e-12,0.99999595
Test_166,1.2886413e-06,2.35969e-05,0.9999751,3.929292e-08
Test_167,3.707006e-07,3.7406207e-06,0.99999595,2.5013605e-09
Test_168,9.830538e-05,0.9571254,0.042296994,0.00047920705
Test_169,0.00024184615,6.931794e-06,0.9997509,3.5969992e-07
Test_170,0.64944834,0.15479176,0.005062546,0.19069739
Test_171,0.0005714991,0.0050069294,0.9943989,2.2699765e-05
Test_172,0.0019774185,0.008382273,0.98961115,2.9106694e-05
Test_173,3.7654831e-06,0.00074704934,0.9992489,2.7597366e-07
Test_174,0.02934511,0.16471626,0.0010085296,0.8049301
Test_175,0.9848512,0.012964044,0.0012820495,0.00090274017
Test_176,1.610279e-05,0.00036726316,0.99961483,1.7976632e-06
Test_177,0.0023168405,0.00025393732,2.1515187e-05,0.99740773
Test_178,1.4016103e-07,2.7841052e-06,2.0269013e-10,0.999997
Test_179,0.018352931,0.19164468,0.77629536,0.013706994
Test_180,0.0014207432,0.34847847,0.6494338,0.0006670384
Test_181,6.587347e-06,0.00014117047,2.977921e-08,0.9998522
Test_182,0.010615516,0.8437623,0.14376779,0.0018544598
Test_183,0.99783903,3.9609462e-05,0.0021014952,1.9895131e-05
Test_184,0.026313202,0.0027880361,0.0007223382,0.9701764
Test_185,1.5171381e-06,4.5553395e-05,5.601739e-10,0.9999529
Test_186,0.014935423,0.0015355875,3.8135258e-06,0.98352516
Test_187,2.9013838e-06,0.00017003038,0.99982697,1.6946902e-07
Test_188,4.225326e-07,4.508184e-06,0.9999951,1.6140315e-09
Test_189,0.9983726,7.2362534e-05,0.00153212,2.2988903e-05
Test_190,0.09989584,0.11420292,0.77291024,0.012991026
Test_191,0.00041411075,0.01892339,0.9805901,7.240133e-05
Test_192,0.8149746,0.0023870643,0.18213943,0.0004988369
Test_193,1.0474847e-06,0.000121477686,0.99987745,6.8082e-09
Test_194,9.809558e-06,0.0025227698,0.99746716,2.7863902e-07
Test_195,0.8273396,0.08650643,0.07467992,0.0114740515
Test_196,0.00667514,0.0047100713,9.205272e-06,0.98860556
Test_197,1.2452081e-06,0.002556443,0.9974329,9.423285e-06
Test_198,3.8151425e-06,2.5565578e-06,1.05560435e-10,0.9999937
Test_199,0.00048539886,0.788984,0.21041086,0.000119708486
Test_200,0.00073980785,0.00054294063,0.998706,1.1262583e-05
Test_201,0.00077703095,0.0006243562,1.7195645e-05,0.9985814
Test_202,0.0023732064,0.406679,0.012006719,0.5789411
Test_203,0.00033781648,0.007494632,0.9921421,2.5434452e-05
Test_204,0.0009728453,0.72999704,0.00025297815,0.26877713
Test_205,0.0011685534,0.00015968546,1.9825961e-06,0.99866974
Test_206,3.5626428e-07,1.2752457e-05,4.341288e-10,0.9999869
Test_207,0.0022127554,0.0015091076,0.99522024,0.0010578823
Test_208,0.0005197477,4.112531e-05,5.9310672e-08,0.99943906
Test_209,9.858147e-05,0.5859405,0.41388896,7.204091e-05
Test_210,1.2227775e-09,2.5118357e-05,4.568236e-10,0.99997485
Test_211,0.0014519137,0.9860918,0.0059999754,0.006456407
Test_212,4.2028145e-08,4.371736e-08,0.9999999,2.4685413e-11
Test_213,0.0041916627,0.98934525,0.0053172703,0.0011458183
Test_214,2.052895e-06,3.0764797e-05,0.9999672,1.7348448e-08
Test_215,0.0074866344,0.15971816,0.00023020433,0.832565
Test_216,0.99980253,3.7595524e-07,0.00019714021,5.9160705e-08
Test_217,2.8152397e-06,6.5708686e-05,5.625874e-09,0.99993145
Test_218,0.99962175,8.307649e-05,0.00029136642,3.7985435e-06
Test_219,2.3082522e-07,3.559861e-08,0.99999976,1.05057914e-10
Test_220,3.4343102e-06,1.5480175e-05,7.3106037e-09,0.99998105
Test_221,0.011087978,0.5731134,0.000107579945,0.41569096
Test_222,9.2996306e-05,0.00021131302,0.99968874,6.8588015e-06
Test_223,0.0015192345,0.019304588,0.9789604,0.0002158233
Test_224,0.047265474,0.1561189,0.791356,0.0052596787
Test_225,0.9998281,9.3439085e-06,0.00016112132,1.3773921e-06
Test_226,0.00053824985,0.57481253,0.42453954,0.00010970724
Test_227,4.847219e-08,0.000108654705,1.203549e-10,0.9998913
Test_228,3.0961394e-06,1.351982e-07,0.9999968,5.5350935e-10
Test_229,1.3287273e-06,6.335954e-05,0.99993527,4.2994554e-08
Test_230,0.00059182185,0.005267456,1.3833321e-05,0.9941269
Test_231,1.9282155e-05,0.00010117638,2.5858537e-07,0.99987924
Test_232,0.99957746,6.568326e-06,0.00041533378,5.7950655e-07
Test_233,0.99556255,1.63428e-05,0.004409742,1.1427833e-05
Test_234,0.011769205,0.004173084,7.909763e-05,0.9839787
Test_235,9.475261e-11,5.5164005e-06,1.1641466e-13,0.9999945
Test_236,0.0014286294,0.0042790943,0.99428,1.2327458e-05
Test_237,0.0007598655,0.04186958,0.00041799858,0.9569526
Test_238,1.5007111e-05,0.0030209671,0.99696296,1.0320754e-06
Test_239,7.029579e-05,0.00011714875,0.999811,1.5256944e-06
Test_240,0.00020017634,0.050342664,0.94943905,1.806716e-05
Test_241,0.0022204642,0.41426536,0.5684047,0.015109477
Test_242,7.8718e-05,0.00065734953,2.4098492e-07,0.9992637
Test_243,0.99993634,3.2137502e-06,5.9999864e-05,4.587101e-07
Test_244,3.8056623e-06,0.0027419645,3.3577598e-07,0.99725395
Test_245,0.00013174307,0.9848534,0.014944286,7.059295e-05
Test_246,2.6364445e-05,0.00077673973,6.112596e-07,0.99919635
Test_247,6.908411e-09,3.699228e-05,2.3045205e-11,0.99996305
Test_248,0.08338857,0.031110272,0.00012228334,0.8853789
Test_249,0.012269248,0.32147944,0.65500146,0.011249804
Test_250,0.99993896,1.6634951e-07,6.0969298e-05,1.3023539e-08
Test_251,0.9455005,0.047217384,0.0013068882,0.0059752767
Test_252,0.051887065,0.136373,0.7702559,0.04148397
Test_253,1.3191816e-05,0.009569462,1.4947857e-07,0.99041724
Test_254,3.222898e-05,0.0530191,1.382711e-06,0.9469473
Test_255,8.647274e-05,0.00039295372,6.766825e-08,0.99952054
Test_256,3.6572264e-06,8.73162e-06,5.9077765e-10,0.9999876
Test_257,3.1050873e-05,1.2000858e-06,0.9999677,6.3680963e-09
Test_258,0.0051347837,0.6788628,0.31543276,0.0005696508
Test_259,0.7698594,0.06800228,0.08581434,0.07632395
Test_260,0.00091289676,0.002001396,1.3677711e-05,0.997072
Test_261,1.2352359e-05,9.674036e-05,0.9998902,7.2664085e-07
Test_262,1.4416118e-05,0.062080335,5.284743e-06,0.93789995
Test_263,0.92881775,0.0036865692,0.00093113823,0.06656458
Test_264,0.99925417,2.4418512e-05,0.000698292,2.3092276e-05
Test_265,4.5572556e-06,2.5814967e-05,0.9999695,1.2717027e-07
Test_266,2.0976925e-06,4.460171e-05,3.874971e-09,0.99995327
Test_267,0.9999881,7.7963847e-07,1.0480958e-05,5.533639e-07
Test_268,4.5987337e-05,0.9792284,0.020551926,0.00017369994
Test_269,0.9973386,0.000727716,0.0012515901,0.00068205583
Test_270,5.713105e-05,0.00027482543,1.1193916e-07,0.9996679
Test_271,0.82309556,0.0008620424,0.000807493,0.17523487
Test_272,0.0009952743,0.95589495,0.03973429,0.0033754734
Test_273,0.9998901,3.2778862e-05,7.5610595e-05,1.4940559e-06
Test_274,1.1818947e-07,3.3394417e-07,0.9999995,6.694851e-10
Test_275,0.00045289248,0.87563175,0.123293884,0.0006214828
Test_276,1.8106575e-05,0.0041638277,8.3998833e-07,0.99581724
Test_277,0.053517204,0.0062352973,2.703474e-05,0.94022053
Test_278,9.1450296e-05,0.0030855443,1.1261792e-06,0.9968219
Test_279,2.8500487e-08,2.0119671e-07,0.99999976,1.1933858e-10
Test_280,5.896962e-07,8.867146e-06,7.752034e-10,0.9999906
Test_281,5.1148854e-06,0.0013512495,4.501066e-09,0.9986436
Test_282,7.3589185e-06,0.99997866,5.217814e-07,1.3446118e-05
Test_283,0.00018159644,0.016443027,0.9833583,1.6945878e-05
Test_284,2.4214714e-05,5.803011e-05,0.9999175,1.8734141e-07
Test_285,1.4887108e-05,0.00070562016,2.4515447e-07,0.9992793
Test_286,1.0874725e-05,2.5089905e-05,1.7014823e-08,0.999964
Test_287,0.03763286,0.1191254,0.836695,0.0065467646
Test_288,1.9148724e-06,0.0002472647,7.829147e-09,0.9997508
Test_289,1.2078192e-08,1.2559753e-06,6.8177608e-12,0.9999987
Test_290,7.769662e-06,0.0017235731,0.9982685,1.5704492e-07
Test_291,7.4796066e-05,0.00033036966,0.9995915,3.3457395e-06
Test_292,0.98279786,0.00035003386,0.01650792,0.00034418752
Test_293,1.17342786e-07,7.713677e-06,0.99999213,6.9711387e-10
Test_294,9.433651e-06,0.0005864832,0.9994019,2.1436313e-06
Test_295,0.00020461579,0.00492126,0.99485457,1.9518813e-05
Test_296,0.8702054,0.053182922,0.009913522,0.06669815
Test_297,2.5637289e-07,4.5055713e-06,4.8471904e-10,0.99999523
Test_298,0.0003624319,0.7015227,0.29298627,0.005128606
Test_299,0.00021139215,0.0032350204,3.5125122e-06,0.9965501
Test_300,0.735577,0.23061624,0.01114849,0.022658262
Test_301,0.77084243,0.21374808,0.014992895,0.0004165426
Test_302,1.9449269e-07,0.00013232882,1.945383e-09,0.99986744
Test_303,0.99866045,0.0006564379,0.00047169483,0.0002113801
Test_304,0.99974805,4.150886e-05,0.00020987184,5.889469e-07
Test_305,0.9998889,1.47626e-05,8.959399e-05,6.6373696e-06
Test_306,4.1277694e-08,1.3740849e-05,6.563595e-10,0.9999862
Test_307,0.9999745,7.4118454e-08,2.5378733e-05,5.8993472e-09
Test_308,0.009446832,0.13851419,0.00043147136,0.8516075
Test_309,0.0014566082,0.06883792,0.929273,0.00043244477
Test_310,2.8974484e-05,0.0095466655,0.99041206,1.2254771e-05
Test_311,8.138171e-05,0.4539075,0.5460022,8.918988e-06
Test_312,2.1643843e-06,1.4601411e-05,2.2186267e-08,0.9999832
Test_313,4.5990785e-08,1.6874294e-05,1.0889787e-10,0.9999831
Test_314,1.8166593e-06,1.0287207e-05,2.0442863e-08,0.99998784
Test_315,0.00029151773,0.000585629,7.70005e-06,0.99911517
Test_316,6.951356e-05,0.0003525964,0.99957687,1.0211938e-06
Test_317,1.2757225e-05,5.1289928e-05,0.99993443,1.4925016e-06
Test_318,0.014042541,0.10880603,2.6763675e-05,0.87712467
Test_319,2.0016104e-08,2.5074536e-07,0.99999976,5.0417535e-11
Test_320,0.0035660015,0.0007201958,0.99567044,4.326857e-05
Test_321,0.12485247,0.84729683,0.020244373,0.0076063615
Test_322,0.9964624,5.9410984e-05,0.0034649628,1.3339817e-05
Test_323,0.59030205,0.012254609,0.3970639,0.00037942693
Test_324,3.9691147e-07,1.5274504e-06,0.9999981,8.682959e-10
Test_325,0.00011712062,0.0033104047,8.683841e-07,0.99657166
Test_326,0.00038031192,6.652221e-05,0.9995515,1.685385e-06
Test_327,0.00059540384,0.023033349,2.4438155e-05,0.97634685
Test_328,3.288441e-05,0.00096397946,0.9990018,1.3392006e-06
Test_329,3.6769126e-07,4.7748863e-06,0.9999949,4.5244954e-09
Test_330,1.3577354e-05,0.5180754,0.48188406,2.6997055e-05
Test_331,0.007699094,0.97330123,0.018724447,0.0002751837
Test_332,0.9963586,0.0012555539,0.002010969,0.00037487005
Test_333,8.85614e-05,0.8197718,0.17999747,0.00014222806
Test_334,1.3853592e-07,3.13864e-05,0.9999685,4.8281397e-09
Test_335,0.98978126,2.7533712e-05,0.01018934,1.850887e-06
Test_336,0.0050840904,8.8716995e-05,0.9948244,2.8138006e-06
Test_337,0.9984701,0.00038444242,0.00036897603,0.00077637436
Test_338,0.99949205,3.203394e-05,0.00045975906,1.6026328e-05
Test_339,0.0022179703,0.7915325,0.20607126,0.00017824909
Test_340,0.9016923,0.00035377464,0.09543067,0.0025233114
Test_341,0.99985754,3.0014951e-05,9.448043e-05,1.791509e-05
Test_342,0.9999751,5.7329963e-08,2.4935536e-05,3.7242809e-09
Test_343,0.99275196,0.0020362972,0.0012146613,0.003997167
Test_344,1.5393763e-06,7.906574e-06,0.9999906,5.8633325e-09
Test_345,3.0415779e-06,0.0013811582,0.9986156,1.1190177e-07
Test_346,1.0230214e-06,5.5102796e-06,0.99999344,3.6823635e-09
Test_347,0.0003645592,3.635083e-06,0.9996309,7.9374087e-07
Test_348,1.3212157e-08,4.2250686e-06,2.7161405e-11,0.9999957
Test_349,0.003321751,0.5222368,0.4499541,0.024487324
Test_350,0.00051253685,0.069764726,1.4128036e-05,0.9297086
Test_351,3.694372e-06,5.5611068e-05,0.9999403,3.1136727e-07
Test_352,0.0054603633,0.83306193,0.00087036734,0.16060737
Test_353,0.0024073462,0.3272902,0.6592724,0.011030088
Test_354,3.6311157e-10,3.7043968e-08,1.0,1.5185909e-13
Test_355,0.032471113,0.5963311,0.0012884627,0.36990935
Test_356,0.99993753,2.3357068e-06,5.9611353e-05,5.321334e-07
Test_357,0.99996316,5.3585882e-08,3.6867787e-05,2.9184417e-08
Test_358,2.7664753e-05,0.9998173,0.00014764184,7.4388977e-06
Test_359,3.7082147e-05,2.8168375e-05,9.299341e-08,0.9999347
Test_360,4.8810463e-05,0.0001352237,3.26196e-07,0.99981564
Test_361,0.99991584,5.230048e-06,7.738291e-05,1.5787105e-06
Test_362,0.99896884,8.8249275e-05,0.0006015757,0.0003412651
Test_363,0.000241699,0.004122129,0.9956346,1.5198285e-06
Test_364,1.9987525e-09,7.932134e-09,1.0,6.14954e-12
Test_365,2.2882577e-05,1.2299934e-05,0.99996483,2.9959182e-08
Test_366,0.0019694557,0.0015272264,0.9964031,0.000100286365
Test_367,2.7946552e-08,6.687281e-06,1.3412137e-10,0.9999933
Test_368,0.9879496,0.0004946267,0.010980977,0.00057474605
Test_369,1.9788345e-07,0.0014784979,1.2135317e-08,0.99852127
Test_370,7.6115048e-06,0.0002395578,0.9997482,4.688476e-06
Test_371,3.1188727e-06,0.00017351875,0.9998233,1.0470069e-07
Test_372,4.477977e-05,0.0006772628,8.033621e-07,0.9992772
Test_373,0.00040146682,0.0032343417,0.9963116,5.2625543e-05
Test_374,4.4372127e-06,1.4408798e-05,0.99998105,9.3451675e-08
Test_375,1.4529184e-05,8.4938976e-05,4.089582e-08,0.99990046
Test_376,0.9999691,1.4585263e-06,2.9276991e-05,1.6628586e-07
Test_377,0.99915755,0.00011066754,0.00071278546,1.9020721e-05
Test_378,4.3396167e-08,4.4076094e-07,0.9999995,7.466406e-11
Test_379,0.0054316144,0.9072262,0.06533427,0.022007942
Test_380,6.654356e-09,4.0736468e-05,7.692137e-11,0.99995923
Test_381,0.041644227,0.77875745,0.0047074766,0.17489079
Test_382,6.885361e-07,0.0013529077,2.5895834e-09,0.99864644
Test_383,0.9997943,2.5722966e-05,0.0001481661,3.1856813e-05
Test_384,1.4863782e-07,9.3895056e-07,0.9999989,8.162743e-10
Test_385,2.0547785e-05,0.003861332,5.753771e-06,0.9961124
Test_386,2.9111452e-05,0.6338027,0.3657954,0.00037278404
Test_387,0.00016317141,0.0007543067,9.418305e-06,0.999073
Test_388,0.9999027,2.1256938e-05,2.0965575e-05,5.5110122e-05
Test_389,0.9991334,3.836977e-05,0.0008255091,2.7153378e-06
Test_390,0.005097089,0.0012038413,5.4682783e-05,0.99364436
Test_391,4.28709e-05,0.0038876066,0.99606663,2.937026e-06
Test_392,0.010410115,0.0001293292,0.98945147,9.075417e-06
Test_393,0.00045754813,0.00027382158,1.1115658e-06,0.9992675
Test_394,1.4888779e-07,4.4766024e-05,5.7368904e-10,0.99995506
Test_395,0.0005016588,0.12581821,0.8736617,1.841954e-05
Test_396,2.1118682e-05,0.0020881752,1.6484886e-07,0.99789053
Test_397,0.0083026,0.0029364277,9.33663e-05,0.98866755
Test_398,9.229e-07,0.0069579105,0.9930409,2.7969293e-07
Test_399,0.05825134,0.0074661435,4.296909e-05,0.93423957
Test_400,0.00043371692,0.006716764,0.99283534,1.4247181e-05
Test_401,0.00034899422,0.01237246,0.9872378,4.0697738e-05
Test_402,6.990993e-08,6.694299e-06,2.350668e-10,0.9999932
Test_403,0.008455283,0.0016318865,0.98980767,0.00010513561
Test_404,0.0012022535,0.0051989565,0.000113063,0.99348575
Test_405,3.2565e-07,1.515538e-06,4.4356487e-11,0.9999982
Test_406,3.894549e-09,4.929979e-07,2.1827538e-12,0.9999995
Test_407,2.2671761e-06,2.1193286e-05,1.5157803e-09,0.9999765
Test_408,5.4220077e-06,0.0014950619,3.437768e-08,0.9984995
Test_409,0.00018725805,0.00069211645,0.99901164,0.000108947526
Test_410,1.3912053e-05,0.0001541238,2.599329e-07,0.9998317
